100000	0.0014	0.0015
200000	0.0033	0.0028
300000	0.0053	0.0039
400000	0.0082	0.0048
500000	0.0097	0.0061
600000	0.0112	0.0072
700000	0.0142	0.0082
800000	0.018	0.0107
900000	0.0212	0.0133
1000000	0.0255	0.0163
1100000	0.0276	0.0167
1200000	0.0305	0.0185
1300000	0.0345	0.0218
1400000	0.0368	0.0241
1500000	0.04	0.0265
1600000	0.0432	0.0289
1700000	0.0461	0.0314
1800000	0.0504	0.0334
1900000	0.0526	0.0357
2000000	0.0559	0.038
2100000	0.0592	0.0403
2200000	0.0627	0.0426
2300000	0.0663	0.0448
2400000	0.0697	0.0472
2500000	0.0733	0.0494
2600000	0.0752	0.0521
2700000	0.0788	0.0541
2800000	0.0825	0.0568
2900000	0.086	0.0585
3000000	0.0882	0.0616
3100000	0.0915	0.0634
3200000	0.0951	0.0657
3300000	0.0977	0.0681
3400000	0.1023	0.0701
3500000	0.1046	0.0726
3600000	0.1081	0.0752
3700000	0.1114	0.0775
3800000	0.1139	0.0797
3900000	0.1186	0.0822
4000000	0.1209	0.0839
4100000	0.1259	0.0867
4200000	0.1278	0.089
4300000	0.1309	0.0916
4400000	0.135	0.0941
4500000	0.1389	0.0962
4600000	0.1423	0.0988
4700000	0.1442	0.1011
4800000	0.1477	0.1033
4900000	0.1513	0.1054
5000000	0.1553	0.1079
5100000	0.1588	0.1096
5200000	0.1606	0.1127
5300000	0.1637	0.1141
5400000	0.1682	0.1178
5500000	0.1707	0.1196
5600000	0.1734	0.122
5700000	0.1767	0.1248
5800000	0.1807	0.1268
5900000	0.1838	0.1298
6000000	0.1879	0.1321
6100000	0.1904	0.1345
6200000	0.1938	0.1362
6300000	0.1975	0.1389
6400000	0.201	0.1408
6500000	0.2006	0.1439
6600000	0.2411	0.1387
6700000	0.2472	0.1591
6800000	0.2491	0.1603
6900000	0.2135	0.1408
7000000	0.258	0.1662
7100000	0.2624	0.1683
7200000	0.2237	0.1717
7300000	0.2686	0.1737
7400000	0.2729	0.1495
7500000	0.2349	0.1797
7600000	0.2807	0.1817
7700000	0.2843	0.1832
7800000	0.2461	0.1587
7900000	0.2918	0.1887
